,Kenteken,Voertuigsoort,Merk,Handelsbenaming,Massa_rijklaar,Datum_eerste_toelating,Brandstof_omschrijving,Datum_eerste_toelating_maand
459,J031PN,Personenauto,AUDI,A3 SPORTBACK G-TRON,1355,2018-01-02,CNG,2018-05
486,J582ZN,Personenauto,AUDI,A3 SPORTBACK G-TRON,1355,2018-01-02,CNG,2018-05
757,N998GR,Personenauto,AUDI,A3 SPORTBACK G-TRON,1355,2018-01-02,CNG,2018-07
1150,RH166X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1151,RH167X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1152,RH168X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1153,RH169X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1154,RH170X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1155,RH171X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1156,RH172X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1157,RH173X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1158,RH174X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1159,RH175X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1160,RH176X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1161,RH177X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1162,RH178X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1163,RH179X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1164,RH180X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1165,RH181X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1166,RH182X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1167,RH183X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1168,RH184X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1169,RH185X,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-11
1340,RJ358S,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-12
1341,RJ359S,Personenauto,MERCEDES-BENZ,SPRINTER,2891,2018-01-02,CNG,2018-12
5201,VFH69F,Bedrijfsauto,FIAT,FIAT FIORINO,1255,2018-01-02,CNG,
10841,RL036R,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-04,CNG,
10844,RL037R,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-04,CNG,
10847,RL038R,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-04,CNG,
18869,V609KG,Bedrijfsauto,IVECO,40C14N,2895,2018-01-05,CNG,
19071,V916KN,Bedrijfsauto,FIAT,FIAT DUCATO,2480,2018-01-05,CNG,
23563,V319KS,Bedrijfsauto,IVECO,35S14N,2968,2018-01-08,CNG,
23690,V652KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-08,CNG,
23692,V655KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-08,CNG,
23694,V656KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-08,CNG,
23695,V657KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-08,CNG,
23696,V658KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-08,CNG,
23703,V666KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-08,CNG,
23705,V667KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-08,CNG,
23767,V793KL,Bedrijfsauto,VOLKSWAGEN,CADDY,1576,2018-01-08,CNG,
23768,V794KL,Bedrijfsauto,VOLKSWAGEN,CADDY,1576,2018-01-08,CNG,
24147,H021XJ,Personenauto,VOLKSWAGEN,GOLF,1317,2018-01-09,CNG,
24315,L391RX,Personenauto,AUDI,A5 SPORTBACK G-TRON,1655,2018-01-09,CNG,
26353,RR992Z,Personenauto,MERCEDES-BENZ,SPRINTER,2870,2018-01-09,CNG,
26358,RS058B,Personenauto,MERCEDES-BENZ,SPRINTER,2870,2018-01-09,CNG,
26359,RS227B,Personenauto,MERCEDES-BENZ,SPRINTER,2870,2018-01-09,CNG,
26360,RS419B,Personenauto,MERCEDES-BENZ,SPRINTER,2870,2018-01-09,CNG,
26552,V153LD,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2987,2018-01-09,CNG,
29725,V619LD,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2945,2018-01-10,CNG,
33077,V452KH,Bedrijfsauto,VOLKSWAGEN,CADDY,1566,2018-01-11,CNG,
37943,V357KX,Bedrijfsauto,FIAT,FIAT DUCATO,2480,2018-01-12,CNG,
39871,K047TV,Personenauto,VOLKSWAGEN,POLO,1260,2018-01-15,CNG,
40344,RL153R,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-15,CNG,
44920,41BRT9,Bedrijfsauto,IVECO,50C14N,2920,2018-01-17,CNG,
45472,RJ468D,Personenauto,SKODA,CITIGO,1033,2018-01-17,CNG,
45473,RJ469D,Personenauto,SKODA,CITIGO,1033,2018-01-17,CNG,
45474,RJ470D,Personenauto,SKODA,CITIGO,1033,2018-01-17,CNG,
45475,RJ471D,Personenauto,SKODA,CITIGO,1033,2018-01-17,CNG,
45476,RJ472D,Personenauto,SKODA,CITIGO,1033,2018-01-17,CNG,
50198,V176LB,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-18,CNG,
50200,V177LB,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-18,CNG,
50362,V659KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-18,CNG,
50370,V668KK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-01-18,CNG,
54614,V516KZ,Bedrijfsauto,IVECO,35S14N,3050,2018-01-19,CNG,
57805,V322KS,Bedrijfsauto,IVECO,35S14N,2575,2018-01-22,CNG,
58515,L840PF,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-23,CNG,
60000,V670LH,Bedrijfsauto,IVECO,50C14N,2970,2018-01-23,CNG,
60660,N158HK,Personenauto,VOLKSWAGEN,GOLF,1391,2018-01-24,CNG,
68107,RR032N,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-26,CNG,
68109,RR033N,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-26,CNG,
68607,RR522G,Personenauto,VOLKSWAGEN,CADDY,1651,2018-01-26,CNG,
68610,RR523G,Personenauto,VOLKSWAGEN,CADDY,1672,2018-01-26,CNG,
70795,V188LG,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-01-26,CNG,
73908,RT607H,Personenauto,VOLKSWAGEN,CADDY,1708,2018-01-29,CNG,
73910,RT608H,Personenauto,VOLKSWAGEN,CADDY,1708,2018-01-29,CNG,
73911,RT609H,Personenauto,VOLKSWAGEN,CADDY,1708,2018-01-29,CNG,
73913,RT610H,Personenauto,VOLKSWAGEN,CADDY,1708,2018-01-29,CNG,
75000,K525FP,Personenauto,VOLKSWAGEN,UP!,1033,2018-01-30,CNG,
84264,SN466B,Personenauto,FIAT,FIAT DUCATO,2858,2018-01-31,CNG,
87582,V807KN,Bedrijfsauto,VOLKSWAGEN,CADDY,1701,2018-02-01,CNG,
89606,RT493V,Personenauto,VOLKSWAGEN,CADDY,1708,2018-02-02,CNG,
90295,V315KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1576,2018-02-02,CNG,
90497,V964LL,Bedrijfsauto,IVECO,35C14N,2940,2018-02-02,CNG,
92605,RV460D,Personenauto,VOLKSWAGEN,CADDY,1708,2018-02-05,CNG,
92606,RV461D,Personenauto,VOLKSWAGEN,CADDY,1876,2018-02-05,CNG,
92607,RV462D,Personenauto,VOLKSWAGEN,CADDY,1708,2018-02-05,CNG,
92608,RV463D,Personenauto,VOLKSWAGEN,CADDY,1876,2018-02-05,CNG,
94563,RV376G,Personenauto,VOLKSWAGEN,CADDY,1706,2018-02-06,CNG,
99005,V131KP,Bedrijfsauto,VOLKSWAGEN,CADDY,1575,2018-02-08,CNG,
101208,RV017K,Personenauto,VOLKSWAGEN,CADDY,1706,2018-02-09,CNG,
101210,RV018K,Personenauto,VOLKSWAGEN,CADDY,1706,2018-02-09,CNG,
101212,RV019K,Personenauto,VOLKSWAGEN,CADDY,1876,2018-02-09,CNG,
101329,RV101P,Personenauto,VOLKSWAGEN,CADDY,1706,2018-02-09,CNG,
101448,RV224J,Personenauto,VOLKSWAGEN,CADDY,1876,2018-02-09,CNG,
102407,V273KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-09,CNG,
104169,RT489Z,Personenauto,MERCEDES-BENZ,B 200 C,1505,2018-02-12,CNG,
104898,V967LL,Bedrijfsauto,IVECO,35S14N,2631,2018-02-12,CNG,
104899,V968LL,Bedrijfsauto,IVECO,35S14N,2631,2018-02-12,CNG,
104900,V969LL,Bedrijfsauto,IVECO,35S14N,2631,2018-02-12,CNG,
115213,RV103S,Personenauto,VOLKSWAGEN,UP!,1033,2018-02-17,CNG,
116963,RX216G,Personenauto,VOLKSWAGEN,UP!,1033,2018-02-19,CNG,
116964,RX217G,Personenauto,VOLKSWAGEN,UP!,1033,2018-02-19,CNG,
116965,RX218G,Personenauto,VOLKSWAGEN,UP!,1033,2018-02-19,CNG,
116966,RX219G,Personenauto,VOLKSWAGEN,UP!,1033,2018-02-19,CNG,
116967,RX232P,Personenauto,MERCEDES-BENZ,SPRINTER,2890,2018-02-19,CNG,
117408,V131LG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117446,V267KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117455,V285KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117458,V286KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117459,V290KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117461,V293LG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117464,V295KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117466,V296KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117468,V297KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117469,V298KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117471,V299KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117472,V300KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117474,V301KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-19,CNG,
117831,ZK947H,Personenauto,SEAT,IBIZA,1239,2018-02-19,CNG,
118242,L047NG,Personenauto,VOLVO,V90,1814,2018-02-20,CNG,
122198,V930FN,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2261,2018-02-21,CNG,
124501,RZ761B,Personenauto,MERCEDES-BENZ,SPRINTER,2890,2018-02-22,CNG,
125236,88BKL4,Bedrijfsauto,IVECO,50C14N,3212,2018-02-23,CNG,
128193,V178LB,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-02-23,CNG,
128439,V700LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-02-23,CNG,
128444,V724LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-02-23,CNG,
128446,V725LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-02-23,CNG,
128447,V726LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-02-23,CNG,
128448,V727LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-02-23,CNG,
128456,V740LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-02-23,CNG,
131789,V244LH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-26,CNG,
131790,V245LH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-26,CNG,
131961,V836LH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-26,CNG,
131962,V837LH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-26,CNG,
131963,V838LH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-26,CNG,
131964,V839LH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-26,CNG,
131965,V840LH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-02-26,CNG,
131987,V889LN,Bedrijfsauto,FIAT,FIAT DUCATO,2385,2018-02-26,CNG,
135736,V836LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1565,2018-02-27,CNG,
136752,K469HX,Personenauto,FIAT,FIAT PUNTO,1260,2018-02-28,CNG,
143973,TV872R,Personenauto,SKODA,OCTAVIA,1416,2018-02-28,CNG,
152332,V302KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152333,V303KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152334,V305KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152355,V373LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152356,V374LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152357,V375LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152363,V381LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152430,V692LL,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152447,V749LK,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152451,V752LK,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152452,V753LK,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-05,CNG,
152474,V837LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1687,2018-03-05,CNG,
153265,PH358S,Personenauto,SEAT,MII,1033,2018-03-06,CNG,
154117,SB453L,Personenauto,MERCEDES-BENZ,SPRINTER,2890,2018-03-06,CNG,
165547,V004LV,Bedrijfsauto,VOLKSWAGEN,CADDY,1697,2018-03-12,CNG,
165622,V292LP,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165636,V344LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165639,V346LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165640,V347LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165643,V348LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165644,V349LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165645,V350LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165646,V352LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165648,V353LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165650,V355LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165652,V356LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165662,V379LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165663,V380LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165730,V694LL,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165747,V750LK,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165757,V782LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
165759,V783LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-12,CNG,
170468,V673KN,Bedrijfsauto,IVECO,DAILY MULTI-CAB.EU,2673,2018-03-14,CNG,
175113,SB419D,Personenauto,VOLKSWAGEN,UP!,1033,2018-03-16,CNG,
175116,SB420D,Personenauto,VOLKSWAGEN,UP!,1033,2018-03-16,CNG,
175117,SB421D,Personenauto,VOLKSWAGEN,UP!,1033,2018-03-16,CNG,
176636,V052LP,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-03-16,CNG,
176639,V056LP,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-03-16,CNG,
176640,V057LP,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-03-16,CNG,
176643,V062LP,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-03-16,CNG,
176802,V437VL,Bedrijfsauto,FIAT,FIAT DUCATO,2532,2018-03-16,CNG,
176805,V438VL,Bedrijfsauto,FIAT,FIAT DUCATO,2532,2018-03-16,CNG,
176807,V439VL,Bedrijfsauto,FIAT,FIAT DUCATO,2532,2018-03-16,CNG,
176898,V694LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-03-16,CNG,
176899,V695LK,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-03-16,CNG,
178441,L167LX,Personenauto,SEAT,IBIZA,1239,2018-03-19,CNG,
178723,RZ042V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178724,RZ043V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178725,RZ044V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178726,RZ045V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178727,RZ046V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178728,RZ047V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178729,RZ048V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178731,RZ049V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178732,RZ050V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178733,RZ051V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178734,RZ052V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
178735,RZ053V,Personenauto,VOLKSWAGEN,CADDY,1541,2018-03-19,CNG,
179836,V032LP,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2210,2018-03-19,CNG,
179970,V601LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179971,V602LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179972,V603LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179974,V604LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179976,V607LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179977,V609LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179978,V611LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179979,V612LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179980,V613LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179982,V614LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179983,V616LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
179984,V617LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
180016,V751LK,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
180024,V784LN,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-19,CNG,
180153,XF245J,Personenauto,VOLKSWAGEN,GOLF,1317,2018-03-19,CNG,
183302,L333SV,Personenauto,VOLKSWAGEN,GOLF,1363,2018-03-21,CNG,
189742,SF260K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189747,SF261K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189749,SF262K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189751,SF263K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189756,SF265K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189758,SF266K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189761,SF267K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189763,SF268K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
189765,SF269K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-23,CNG,
194688,SF862X,Personenauto,OPEL,ZAFIRA TOURER,1701,2018-03-26,CNG,
195104,SG990B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195105,SG991B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195106,SG992B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195107,SG993B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195108,SG994B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195109,SG995B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195111,SG996B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195112,SG997B,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195120,SK147K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195122,SK177K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195124,SK253K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195126,SK285K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195128,SK311K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195130,SK371K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195132,SK420K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195134,SK449K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195136,SK457K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195138,SK482K,Personenauto,SKODA,OCTAVIA,1416,2018-03-26,CNG,
195274,V153LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195275,V154LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195335,V398LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1565,2018-03-26,CNG,
195376,V619LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195377,V620LR,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195393,V708NF,Bedrijfsauto,VOLKSWAGEN,CADDY,1686,2018-03-26,CNG,
195394,V716LS,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195395,V717LS,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195397,V718LS,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195399,V719LS,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195401,V720LS,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195424,V781LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195426,V782LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195427,V783LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195428,V784LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195429,V785LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
195431,V786LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-03-26,CNG,
197702,SG560K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197703,SG561K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197704,SG562K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197706,SG563K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197709,SG564K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197710,SG565K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197711,SG566K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197712,SG567K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197714,SG568K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
197715,SG569K,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-27,CNG,
207622,V821NL,Bedrijfsauto,IVECO,35C14N,2850,2018-03-29,CNG,
214505,SH395H,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-30,CNG,
214508,SH396H,Personenauto,VOLKSWAGEN,CADDY,1686,2018-03-30,CNG,
216874,V363KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1579,2018-03-30,CNG,
216878,V365KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1596,2018-03-30,CNG,
220219,G649NZ,Personenauto,SEAT,IBIZA,1239,2018-04-03,CNG,
221234,SH053P,Personenauto,VOLKSWAGEN,CADDY,1541,2018-04-03,CNG,
221235,SH054P,Personenauto,VOLKSWAGEN,CADDY,1576,2018-04-03,CNG,
221621,V300NB,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221622,V306KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221624,V308KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221724,V787LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221725,V788LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221726,V789LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221727,V790LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221728,V790LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221729,V791LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221730,V791LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221731,V792LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221732,V793LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
